Annual mileage mi,,,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,,,"Check Ecar suitable 1=Yes, 0=No",Total Ecar + charger up front cost,,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,,,,
" 15,000 ",,,60.0,,100,7,262.616,,,1," £21,881 ",,3.235,81.64,18.55,23%, -   , -   , -   , -   , -   , 18.55 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,60.0,,100,8,285.831,,,1," £25,124 ",,3.221,90.08,18.63,21%, -   , -   , -   , -   , -   , 18.63 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,60.0,,100,9,312.628,,,1," £26,150 ",,3.196,98.87,18.77,19%, -   , -   , -   , -   , -   , 18.77 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,75.0,,125,2,137.479,,,1," £10,219 ",,3.392,41.13,22.11,54%, -   , -   , -   , -   , -   , 22.11 , -   , -   , 1.0 , 51.00 , 15.03 ,"£2,255"," £9,020 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £23,396 "," £8,176 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £22,336 ",£458,"£1,832","-£1,060.4 ",4067.653097,"-£5,128.0 ",,
" 15,000 ",,,75.0,,125,3,163.110,,,1," £10,221 ",,3.602,45.42,20.82,46%, -   , -   , -   , -   , -   , 20.82 , -   , -   , 1.0 , 51.00 , 14.16 ,"£2,124"," £8,494 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £22,871 "," £8,177 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £22,337 ",£458,"£1,832",-£534.4 ,4201.583169,"-£4,736.0 ",,
" 15,000 ",,,75.0,,125,4,188.871,,,1," £13,619 ",,3.388,57.85,22.14,38%, -   , -   , -   , -   , -   , 22.14 , -   , -   , 1.0 , 51.00 , 15.05 ,"£2,258"," £9,033 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £26,808 "," £10,895 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,055 ",£458,"£1,832","-£1,752.7 ",3252.526114,"-£5,005.2 ",,
" 15,000 ",,,75.0,,125,5,213.698,,,1," £15,092 ",,3.313,65.24,22.64,35%, -   , -   , -   , -   , -   , 22.64 , -   , -   , 1.0 , 51.00 , 15.40 ,"£2,309"," £9,237 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,485 "," £12,073 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,233 ",£458,"£1,832","-£2,251.6 ",2848.593121,"-£5,100.2 ",,
" 15,000 ",,,75.0,,125,6,239.128,,,1," £17,581 ",,3.327,72.38,22.54,31%, -   , -   , -   , -   , -   , 22.54 , -   , -   , 1.0 , 51.00 , 15.33 ,"£2,299"," £9,198 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,935 "," £14,065 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,225 ",£458,"£1,832","-£2,709.9 ",2264.143213,"-£4,974.0 ",,
" 15,000 ",,,75.0,,125,7,262.616,,,1," £21,881 ",,3.235,81.64,23.18,28%, -   , -   , -   , -   , -   , 23.18 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,75.0,,125,8,285.831,,,1," £25,124 ",,3.221,90.08,23.28,26%, -   , -   , -   , -   , -   , 23.28 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,75.0,,125,9,312.628,,,1," £26,150 ",,3.196,98.87,23.47,24%, -   , -   , -   , -   , -   , 23.47 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,90.0,,150,3,163.110,,,1," £10,221 ",,3.602,45.42,24.98,55%, -   , -   , -   , -   , -   , 24.98 , -   , -   , 1.0 , 51.00 , 14.16 ,"£2,124"," £8,494 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £22,871 "," £8,177 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £22,337 ",£458,"£1,832",-£534.4 ,4201.583169,"-£4,736.0 ",,
" 15,000 ",,,90.0,,150,4,188.871,,,1," £13,619 ",,3.388,57.85,26.57,46%, -   , -   , -   , -   , -   , 26.57 , -   , -   , 1.0 , 51.00 , 15.05 ,"£2,258"," £9,033 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £26,808 "," £10,895 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,055 ",£458,"£1,832","-£1,752.7 ",3252.526114,"-£5,005.2 ",,
" 15,000 ",,,90.0,,150,5,213.698,,,1," £15,092 ",,3.313,65.24,27.17,42%, -   , -   , -   , -   , -   , 27.17 , -   , -   , 1.0 , 51.00 , 15.40 ,"£2,309"," £9,237 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,485 "," £12,073 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,233 ",£458,"£1,832","-£2,251.6 ",2848.593121,"-£5,100.2 ",,
" 15,000 ",,,90.0,,150,6,239.128,,,1," £17,581 ",,3.327,72.38,27.05,37%, -   , -   , -   , -   , -   , 27.05 , -   , -   , 1.0 , 51.00 , 15.33 ,"£2,299"," £9,198 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,935 "," £14,065 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,225 ",£458,"£1,832","-£2,709.9 ",2264.143213,"-£4,974.0 ",,
" 15,000 ",,,90.0,,150,7,262.616,,,1," £21,881 ",,3.235,81.64,27.82,34%, -   , -   , -   , -   , -   , 27.82 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,90.0,,150,8,285.831,,,1," £25,124 ",,3.221,90.08,27.94,31%, -   , -   , -   , -   , -   , 27.94 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,90.0,,150,9,312.628,,,1," £26,150 ",,3.196,98.87,28.16,28%, -   , -   , -   , -   , -   , 28.16 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,105.0,,175,4,188.871,,,1," £13,619 ",,3.388,57.85,31.00,54%, -   , -   , -   , -   , -   , 31.00 , -   , -   , 1.0 , 51.00 , 15.05 ,"£2,258"," £9,033 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £26,808 "," £10,895 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,055 ",£458,"£1,832","-£1,752.7 ",3252.526114,"-£5,005.2 ",,
" 15,000 ",,,105.0,,175,5,213.698,,,1," £15,092 ",,3.313,65.24,31.70,49%, -   , -   , -   , -   , -   , 31.70 , -   , -   , 1.0 , 51.00 , 15.40 ,"£2,309"," £9,237 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,485 "," £12,073 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,233 ",£458,"£1,832","-£2,251.6 ",2848.593121,"-£5,100.2 ",,
" 15,000 ",,,105.0,,175,6,239.128,,,1," £17,581 ",,3.327,72.38,31.56,44%, -   , -   , -   , -   , -   , 31.56 , -   , -   , 1.0 , 51.00 , 15.33 ,"£2,299"," £9,198 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,935 "," £14,065 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,225 ",£458,"£1,832","-£2,709.9 ",2264.143213,"-£4,974.0 ",,
" 15,000 ",,,105.0,,175,7,262.616,,,1," £21,881 ",,3.235,81.64,32.46,40%, -   , -   , -   , -   , -   , 32.46 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,105.0,,175,8,285.831,,,1," £25,124 ",,3.221,90.08,32.59,36%, -   , -   , -   , -   , -   , 32.59 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,105.0,,175,9,312.628,,,1," £26,150 ",,3.196,98.87,32.85,33%, -   , -   , -   , -   , -   , 32.85 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,120.0,,200,5,213.698,,,1," £15,092 ",,3.313,65.24,36.22,56%, -   , -   , -   , -   , -   , 36.22 , -   , -   , 1.0 , 51.00 , 15.40 ,"£2,309"," £9,237 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,485 "," £12,073 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,233 ",£458,"£1,832","-£2,251.6 ",2848.593121,"-£5,100.2 ",,
" 15,000 ",,,120.0,,200,6,239.128,,,1," £17,581 ",,3.327,72.38,36.07,50%, -   , -   , -   , -   , -   , 36.07 , -   , -   , 1.0 , 51.00 , 15.33 ,"£2,299"," £9,198 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,935 "," £14,065 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,225 ",£458,"£1,832","-£2,709.9 ",2264.143213,"-£4,974.0 ",,
" 15,000 ",,,120.0,,200,7,262.616,,,1," £21,881 ",,3.235,81.64,37.09,45%, -   , -   , -   , -   , -   , 37.09 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,120.0,,200,8,285.831,,,1," £25,124 ",,3.221,90.08,37.25,41%, -   , -   , -   , -   , -   , 37.25 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,120.0,,200,9,312.628,,,1," £26,150 ",,3.196,98.87,37.55,38%, -   , -   , -   , -   , -   , 37.55 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,135.0,,225,6,239.128,,,1," £17,581 ",,3.327,72.38,40.58,56%, -   , -   , -   , -   , -   , 40.58 , -   , -   , 1.0 , 51.00 , 15.33 ,"£2,299"," £9,198 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,935 "," £14,065 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,225 ",£458,"£1,832","-£2,709.9 ",2264.143213,"-£4,974.0 ",,
" 15,000 ",,,135.0,,225,7,262.616,,,1," £21,881 ",,3.235,81.64,41.73,51%, -   , -   , -   , -   , -   , 41.73 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,135.0,,225,8,285.831,,,1," £25,124 ",,3.221,90.08,41.91,47%, -   , -   , -   , -   , -   , 41.91 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,135.0,,225,9,312.628,,,1," £26,150 ",,3.196,98.87,42.24,43%, -   , -   , -   , -   , -   , 42.24 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,150.0,,250,7,262.616,,,1," £21,881 ",,3.235,81.64,46.37,57%, -   , -   , -   , -   , -   , 46.37 , -   , -   , 1.0 , 51.00 , 15.76 ,"£2,365"," £9,459 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,496 "," £17,505 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,665 ",£458,"£1,832","-£3,831.0 ",1170.476778,"-£5,001.5 ",,
" 15,000 ",,,150.0,,250,8,285.831,,,1," £25,124 ",,3.221,90.08,46.56,52%, -   , -   , -   , -   , -   , 46.56 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",385.6332881,"-£4,905.3 ",,
" 15,000 ",,,150.0,,250,9,312.628,,,1," £26,150 ",,3.196,98.87,46.93,47%, -   , -   , -   , -   , -   , 46.93 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",121.133277,"-£4,921.8 ",,
" 15,000 ",,,165.0,,275,8,285.831,,,1," £25,124 ",,3.221,90.08,51.22,57%, -   , -   , -   , -   , -   , 51.22 , -   , -   , 1.0 , 51.00 , 15.83 ,"£2,375"," £9,499 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,779 "," £20,099 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,259 ",£458,"£1,832","-£4,519.7 ",238.3406061,"-£4,758.0 ",,
" 15,000 ",,,165.0,,275,9,312.628,,,1," £26,150 ",,3.196,98.87,51.63,52%, -   , -   , -   , -   , -   , 51.63 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",-53.23402953,"-£4,747.4 ",,
" 15,000 ",,,180.0,,300,9,312.628,,,1," £26,150 ",,3.196,98.87,56.32,57%, -   , -   , -   , -   , -   , 56.32 , -   , -   , 1.0 , 51.00 , 15.96 ,"£2,394"," £9,575 "," 60,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £39,881 "," £20,920 ",,50.000, 13.62 ,"£2,043"," £8,172 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,080 ",£458,"£1,832","-£4,800.6 ",-324.218878,"-£4,476.4 ",,
" 17,500 ",,,60.0,,100,1,113.857,,,1," £12,901 ",,2.782,42.25,21.57,51%, -   , -   , -   , -   , -   , 21.57 , -   , -   , 1.0 , 51.00 , 18.33 ,"£3,208"," £12,831 "," 70,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £29,888 "," £10,321 ",,50.000, 13.62 ,"£2,384"," £9,534 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,843 ",£458,"£1,832","-£4,045.7 ",3817.028452,"-£7,862.7 ",,
" 17,500 ",,,60.0,,100,2,137.479,,,1," £10,219 ",,3.392,41.13,17.69,43%, -   , -   , -   , -   , -   , 17.69 , -   , -   , 1.0 , 51.00 , 15.03 ,"£2,631"," £10,524 "," 70,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £24,899 "," £8,176 ",,50.000, 13.62 ,"£2,384"," £9,534 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £23,698 ",£458,"£1,832","-£1,201.8 ",5046.13461,"-£6,247.9 ",,
" 17,500 ",,,60.0,,100,3,163.110,,,1," £10,221 ",,3.602,45.42,16.66,37%, -   , -   , -   , -   , -   , 16.66 , -   , -   , 1.0 , 51.00 , 14.16 ,"£2,477"," £9,910 "," 70,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £24,287 "," £8,177 ",,50.000, 13.62 ,"£2,384"," £9,534 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £23,699 ",£458,"£1,832",-£588.1 ,5202.438526,"-£5,790.6 ",,
" 17,500 ",,,60.0,,100,4,188.871,,,1," £13,619 ",,3.388,57.85,17.71,31%, -   , -   , -   , -   , -   , 17.71 , -   , -   , 1.0 , 51.00 , 15.05 ,"£2,635"," £10,538 "," 70,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,313 "," £10,895 ",,50.000, 13.62 ,"£2,384"," £9,534 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,417 ",£458,"£1,832","-£1,896.2 ",4230.479612,"-£6,126.7 ",,
" 17,500 ",,,60.0,,100,5,213.698,,,1," £15,092 ",,3.313,65.24,18.11,28%, -   , -   , -   , -   , -   , 18.11 , -   , -   , 1.0 , 51.00 , 15.40 ,"£2,694"," £10,777 "," 70,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £30,025 "," £12,073 ",,50.000, 13.62 ,"£2,384"," £9,534 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,595 ",£458,"£1,832","-£2,429.2 ",3817.85861,"-£6,247.0 ",,
