Annual mileage mi,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,Total Ecar + charger up front cost,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,
"30,000",150,250,7,262.616,"£21,881",3.235,81.64,46.37,57%, -   , -   , -   , -   , -   ,46.37, -   , -   ,1,51,15.76,"£4,729","£18,918","120,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£66,835","£17,505",50,13.62,"£4,086","£16,344","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£57,341",£458,"£1,832","-£9,494.00",-0.6397
"30,000",150,250,8,285.831,"£25,124",3.221,90.08,46.56,52%, -   , -   , -   , -   , -   ,46.56, -   , -   ,1,51,15.83,"£4,749","£18,998","120,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£73,402","£20,099",50,13.62,"£4,086","£16,344","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£62,530",£458,"£1,832","-£10,871.30",-0.5475
"30,000",150,250,9,312.628,"£26,150",3.196,98.87,46.93,47%, -   , -   , -   , -   , -   ,46.93, -   , -   ,1,51,15.96,"£4,787","£19,149","120,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£75,606","£20,920",50,13.62,"£4,086","£16,344","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£64,173",£458,"£1,832","-£11,433.30",-0.5276
"30,000",165,275,8,285.831,"£25,124",3.221,90.08,51.22,57%, -   , -   , -   , -   , -   ,51.22, -   , -   ,1,51,15.83,"£4,749","£18,998","120,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£73,402","£20,099",50,13.62,"£4,086","£16,344","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£62,530",£458,"£1,832","-£10,871.30",-0.5329
"30,000",165,275,9,312.628,"£26,150",3.196,98.87,51.63,52%, -   , -   , -   , -   , -   ,51.63, -   , -   ,1,51,15.96,"£4,787","£19,149","120,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£75,606","£20,920",50,13.62,"£4,086","£16,344","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£64,173",£458,"£1,832","-£11,433.30",-0.5109
"30,000",180,300,9,312.628,"£26,150",3.196,98.87,56.32,57%, -   , -   , -   , -   , -   ,56.32, -   , -   ,1,51,15.96,"£4,787","£19,149","120,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£75,606","£20,920",50,13.62,"£4,086","£16,344","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£64,173",£458,"£1,832","-£11,433.30",-0.485
"32,500",89,148.3333333,3,163.11,"£10,221",3.602,45.42,24.71,54%, -   , -   , -   , -   , -   ,24.71, -   , -   ,1,51,14.16,"£4,601","£18,404","130,000","100,000",1,"£10,221", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£43,002","£8,177",50,13.62,"£4,427","£17,706","£8,177", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,047",£458,"£1,832","-£2,954.50",-1.4335
"32,500",89,148.3333333,4,188.871,"£13,619",3.388,57.85,26.27,45%, -   , -   , -   , -   , -   ,26.27, -   , -   ,1,51,15.05,"£4,893","£19,571","130,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£50,965","£10,895",50,13.62,"£4,427","£17,706","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,484",£458,"£1,832","-£5,480.90",-1.1313
"32,500",89,148.3333333,5,213.698,"£15,092",3.313,65.24,26.87,41%, -   , -   , -   , -   , -   ,26.87, -   , -   ,1,51,15.4,"£5,004","£20,014","130,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£54,354","£12,073",50,13.62,"£4,427","£17,706","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£47,841",£458,"£1,832","-£6,512.80",-1.0388
"32,500",89,148.3333333,6,239.128,"£17,581",3.327,72.38,26.75,37%, -   , -   , -   , -   , -   ,26.75, -   , -   ,1,51,15.33,"£4,982","£19,928","130,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£59,246","£14,065",50,13.62,"£4,427","£17,706","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£51,823",£458,"£1,832","-£7,422.80",-0.8734
"32,500",89,148.3333333,7,262.616,"£21,881",3.235,81.64,27.51,34%, -   , -   , -   , -   , -   ,27.51, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",89,148.3333333,8,285.831,"£25,124",3.221,90.08,27.63,31%, -   , -   , -   , -   , -   ,27.63, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",89,148.3333333,9,312.628,"£26,150",3.196,98.87,27.85,28%, -   , -   , -   , -   , -   ,27.85, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£4,601","£18,404","130,000","100,000",1,"£10,221", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£43,002","£8,177",50,13.62,"£4,427","£17,706","£8,177", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£40,047",£458,"£1,832","-£2,954.50",-1.4335
"32,500",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£4,893","£19,571","130,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£50,965","£10,895",50,13.62,"£4,427","£17,706","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,484",£458,"£1,832","-£5,480.90",-1.1313
"32,500",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£5,004","£20,014","130,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£54,354","£12,073",50,13.62,"£4,427","£17,706","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£47,841",£458,"£1,832","-£6,512.80",-1.0388
"32,500",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£4,982","£19,928","130,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£59,246","£14,065",50,13.62,"£4,427","£17,706","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£51,823",£458,"£1,832","-£7,422.80",-0.8734
"32,500",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£4,893","£19,571","130,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£50,965","£10,895",50,13.62,"£4,427","£17,706","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£45,484",£458,"£1,832","-£5,480.90",-1.1313
"32,500",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£5,004","£20,014","130,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£54,354","£12,073",50,13.62,"£4,427","£17,706","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£47,841",£458,"£1,832","-£6,512.80",-1.0388
"32,500",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£4,982","£19,928","130,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£59,246","£14,065",50,13.62,"£4,427","£17,706","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£51,823",£458,"£1,832","-£7,422.80",-0.8734
"32,500",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",120,200,5,213.698,"£15,092",3.313,65.24,36.22,56%, -   , -   , -   , -   , -   ,36.22, -   , -   ,1,51,15.4,"£5,004","£20,014","130,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£54,354","£12,073",50,13.62,"£4,427","£17,706","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£47,841",£458,"£1,832","-£6,512.80",-1.0388
"32,500",120,200,6,239.128,"£17,581",3.327,72.38,36.07,50%, -   , -   , -   , -   , -   ,36.07, -   , -   ,1,51,15.33,"£4,982","£19,928","130,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£59,246","£14,065",50,13.62,"£4,427","£17,706","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£51,823",£458,"£1,832","-£7,422.80",-0.8734
"32,500",120,200,7,262.616,"£21,881",3.235,81.64,37.09,45%, -   , -   , -   , -   , -   ,37.09, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",120,200,8,285.831,"£25,124",3.221,90.08,37.25,41%, -   , -   , -   , -   , -   ,37.25, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",120,200,9,312.628,"£26,150",3.196,98.87,37.55,38%, -   , -   , -   , -   , -   ,37.55, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",135,225,6,239.128,"£17,581",3.327,72.38,40.58,56%, -   , -   , -   , -   , -   ,40.58, -   , -   ,1,51,15.33,"£4,982","£19,928","130,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£59,246","£14,065",50,13.62,"£4,427","£17,706","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£51,823",£458,"£1,832","-£7,422.80",-0.8734
"32,500",135,225,7,262.616,"£21,881",3.235,81.64,41.73,51%, -   , -   , -   , -   , -   ,41.73, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",135,225,8,285.831,"£25,124",3.221,90.08,41.91,47%, -   , -   , -   , -   , -   ,41.91, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",135,225,9,312.628,"£26,150",3.196,98.87,42.24,43%, -   , -   , -   , -   , -   ,42.24, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",150,250,7,262.616,"£21,881",3.235,81.64,46.37,57%, -   , -   , -   , -   , -   ,46.37, -   , -   ,1,51,15.76,"£5,124","£20,494","130,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£68,412","£17,505",50,13.62,"£4,427","£17,706","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£58,703",£458,"£1,832","-£9,708.40",-0.7068
"32,500",150,250,8,285.831,"£25,124",3.221,90.08,46.56,52%, -   , -   , -   , -   , -   ,46.56, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.6062
"32,500",150,250,9,312.628,"£26,150",3.196,98.87,46.93,47%, -   , -   , -   , -   , -   ,46.93, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5844
"32,500",165,275,8,285.831,"£25,124",3.221,90.08,51.22,57%, -   , -   , -   , -   , -   ,51.22, -   , -   ,1,51,15.83,"£5,145","£20,581","130,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£74,985","£20,099",50,13.62,"£4,427","£17,706","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£63,892",£458,"£1,832","-£11,092.50",-0.5903
"32,500",165,275,9,312.628,"£26,150",3.196,98.87,51.63,52%, -   , -   , -   , -   , -   ,51.63, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5664
"32,500",180,300,9,312.628,"£26,150",3.196,98.87,56.32,57%, -   , -   , -   , -   , -   ,56.32, -   , -   ,1,51,15.96,"£5,186","£20,745","130,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£77,202","£20,920",50,13.62,"£4,427","£17,706","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,535",£458,"£1,832","-£11,667.00",-0.5383
"35,000",95.9,159.8333333,3,163.11,"£10,221",3.602,45.42,26.62,59%, -   , -   , -   , -   , -   ,26.62, -   , -   ,1,51,14.16,"£4,955","£19,820","140,000","100,000",1,"£10,221", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£44,418","£8,177",50,13.62,"£4,767","£19,068","£8,177", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£41,409",£458,"£1,832","-£3,008.20",-1.5624
"35,000",95.9,159.8333333,4,188.871,"£13,619",3.388,57.85,28.31,49%, -   , -   , -   , -   , -   ,28.31, -   , -   ,1,51,15.05,"£5,269","£21,077","140,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£52,471","£10,895",50,13.62,"£4,767","£19,068","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£46,846",£458,"£1,832","-£5,624.40",-1.2343
"35,000",95.9,159.8333333,5,213.698,"£15,092",3.313,65.24,28.95,44%, -   , -   , -   , -   , -   ,28.95, -   , -   ,1,51,15.4,"£5,388","£21,554","140,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£55,893","£12,073",50,13.62,"£4,767","£19,068","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,203",£458,"£1,832","-£6,690.30",-1.1338
"35,000",95.9,159.8333333,6,239.128,"£17,581",3.327,72.38,28.83,40%, -   , -   , -   , -   , -   ,28.83, -   , -   ,1,51,15.33,"£5,365","£21,461","140,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£60,779","£14,065",50,13.62,"£4,767","£19,068","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£53,185",£458,"£1,832","-£7,593.70",-0.9546
"35,000",95.9,159.8333333,7,262.616,"£21,881",3.235,81.64,29.64,36%, -   , -   , -   , -   , -   ,29.64, -   , -   ,1,51,15.76,"£5,518","£22,071","140,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£69,988","£17,505",50,13.62,"£4,767","£19,068","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£60,065",£458,"£1,832","-£9,922.90",-0.7738
"35,000",95.9,159.8333333,8,285.831,"£25,124",3.221,90.08,29.77,33%, -   , -   , -   , -   , -   ,29.77, -   , -   ,1,51,15.83,"£5,541","£22,164","140,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£76,568","£20,099",50,13.62,"£4,767","£19,068","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,254",£458,"£1,832","-£11,313.60",-0.6649
"35,000",95.9,159.8333333,9,312.628,"£26,150",3.196,98.87,30.01,30%, -   , -   , -   , -   , -   ,30.01, -   , -   ,1,51,15.96,"£5,585","£22,341","140,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£78,798","£20,920",50,13.62,"£4,767","£19,068","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£66,897",£458,"£1,832","-£11,900.80",-0.6412
"35,000",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£5,269","£21,077","140,000","100,000",1,"£13,619", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£52,471","£10,895",50,13.62,"£4,767","£19,068","£10,895", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£46,846",£458,"£1,832","-£5,624.40",-1.2343
"35,000",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£5,388","£21,554","140,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£55,893","£12,073",50,13.62,"£4,767","£19,068","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,203",£458,"£1,832","-£6,690.30",-1.1338
"35,000",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£5,365","£21,461","140,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£60,779","£14,065",50,13.62,"£4,767","£19,068","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£53,185",£458,"£1,832","-£7,593.70",-0.9546
"35,000",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£5,518","£22,071","140,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£69,988","£17,505",50,13.62,"£4,767","£19,068","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£60,065",£458,"£1,832","-£9,922.90",-0.7738
"35,000",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£5,541","£22,164","140,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£76,568","£20,099",50,13.62,"£4,767","£19,068","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,254",£458,"£1,832","-£11,313.60",-0.6649
"35,000",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£5,585","£22,341","140,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£78,798","£20,920",50,13.62,"£4,767","£19,068","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£66,897",£458,"£1,832","-£11,900.80",-0.6412
"35,000",120,200,5,213.698,"£15,092",3.313,65.24,36.22,56%, -   , -   , -   , -   , -   ,36.22, -   , -   ,1,51,15.4,"£5,388","£21,554","140,000","100,000",1,"£15,092", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£55,893","£12,073",50,13.62,"£4,767","£19,068","£12,073", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£49,203",£458,"£1,832","-£6,690.30",-1.1338
"35,000",120,200,6,239.128,"£17,581",3.327,72.38,36.07,50%, -   , -   , -   , -   , -   ,36.07, -   , -   ,1,51,15.33,"£5,365","£21,461","140,000","100,000",1,"£17,581", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£60,779","£14,065",50,13.62,"£4,767","£19,068","£14,065", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£53,185",£458,"£1,832","-£7,593.70",-0.9546
"35,000",120,200,7,262.616,"£21,881",3.235,81.64,37.09,45%, -   , -   , -   , -   , -   ,37.09, -   , -   ,1,51,15.76,"£5,518","£22,071","140,000","100,000",1,"£21,881", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£69,988","£17,505",50,13.62,"£4,767","£19,068","£17,505", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£60,065",£458,"£1,832","-£9,922.90",-0.7738
"35,000",120,200,8,285.831,"£25,124",3.221,90.08,37.25,41%, -   , -   , -   , -   , -   ,37.25, -   , -   ,1,51,15.83,"£5,541","£22,164","140,000","100,000",1,"£25,124", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£76,568","£20,099",50,13.62,"£4,767","£19,068","£20,099", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£65,254",£458,"£1,832","-£11,313.60",-0.6649
"35,000",120,200,9,312.628,"£26,150",3.196,98.87,37.55,38%, -   , -   , -   , -   , -   ,37.55, -   , -   ,1,51,15.96,"£5,585","£22,341","140,000","100,000",1,"£26,150", £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£78,798","£20,920",50,13.62,"£4,767","£19,068","£20,920", £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£66,897",£458,"£1,832","-£11,900.80",-0.6412
